Reaction,role,metabolite
R00858,substrate,C00283
R00858,substrate,C00006
R00858,substrate,C00001
R00858,product,C00094
R00858,product,C00005
R00858,product,C00080
R00859,substrate,C00283
R00859,substrate,C00139
R00859,substrate,C00001
R00859,product,C00094
R00859,product,C00138
R00859,product,C00080
R00860,substrate,C00094
R00860,substrate,C00028
R00860,substrate,C00020
R00860,product,C00224
R00860,product,C00030
R00867,substrate,C00002
R00867,substrate,C00095
R00867,product,C00008
R00867,product,C05345
R00868,substrate,C00392
R00868,substrate,C00003
R00868,product,C00095
R00868,product,C00004
R00868,product,C00080
R00875,substrate,C00794
R00875,substrate,C00003
R00875,product,C00095
R00875,product,C00004
R00875,product,C00080
R00878,substrate,C00267
R00878,product,C00095
R00879,substrate,C01355(n
R00879,substrate,)
R00879,substrate,C00001
R00879,product,C00095
R00879,product,C01355(n)
R00880,substrate,C00096
R00880,substrate,C00001
R00880,substrate,C00003
R00880,product,C00976
R00880,product,C00004
R00880,product,C00080
R00885,substrate,C00044
R00885,substrate,C00636
R00885,product,C00013
R00885,product,C00096
R00888,substrate,C00096
R00888,product,C01222
R00888,product,C00001
R00891,substrate,C00065
R00891,substrate,C00283
R00891,product,C00097
R00891,product,C00001
R00894,substrate,C00002
R00894,substrate,C00025
R00894,substrate,C00097
R00894,product,C00008
R00894,product,C00009
R00894,product,C00669
R00896,substrate,C00097
R00896,substrate,C00026
R00896,product,C00957
R00896,product,C00302
R00897,substrate,C00979
R00897,substrate,C00283
R00897,product,C00097
R00897,product,C00033
R00899,substrate,C01419
R00899,substrate,C00001
R00899,product,C00097
R00899,product,C00037
R00903,substrate,C00097
R00903,product,C00793
R00904,substrate,C05665
R00904,substrate,C00003
R00904,substrate,C00001
R00904,product,C00099
R00904,product,C00004
R00904,product,C00080
R00905,substrate,C02642
R00905,substrate,C00001
R00905,product,C00099
R00905,product,C00011
R00905,product,C00014
R00907,substrate,C00041
R00907,substrate,C00222
R00907,product,C00022
R00907,product,C00099
R00908,substrate,C00099
R00908,substrate,C00026
R00908,product,C00222
R00908,product,C00025
R00919,substrate,C00100
R00919,substrate,C00006
R00919,product,C00894
R00919,product,C00005
R00919,product,C00080
R00920,substrate,C00002
R00920,substrate,C00163
R00920,substrate,C00010
R00920,product,C00008
R00920,product,C00009
R00920,product,C00100
R00921,substrate,C00100
R00921,substrate,C00009
R00921,product,C02876
R00921,product,C00010
R00922,substrate,C00349
R00922,substrate,C00010
R00922,substrate,C00003
R00922,product,C00100
R00922,product,C00011
R00922,product,C00004
R00922,product,C00080
R00925,substrate,C00002
R00925,substrate,C00163
R00925,substrate,C00010
R00925,product,C00020
R00925,product,C00013
R00925,product,C00100
R00926,substrate,C05983
R00926,substrate,C00010
R00926,product,C00020
R00926,product,C00100
R00927,substrate,C00100
R00927,substrate,C00024
R00927,product,C00010
R00927,product,C03344
R00928,substrate,C00024
R00928,substrate,C00163
R00928,product,C00033
R00928,product,C00100
R00931,substrate,C02225
R00931,substrate,C00010
R00931,product,C00100
R00931,product,C00036
R00931,product,C00001
R00935,substrate,C06002
R00935,substrate,C00010
R00935,substrate,C00003
R00935,product,C00100
R00935,product,C00011
R00935,product,C00004
R00935,product,C00080
R00936,substrate,C00101
R00936,substrate,C00003
R00936,product,C00415
R00936,product,C00004
R00936,product,C00080
R00937,substrate,C00101
R00937,substrate,C00003
R00937,product,C00504
R00937,product,C00004
R00937,product,C00080
R00939,substrate,C00101
R00939,substrate,C00006
R00939,product,C00415
R00939,product,C00005
R00939,product,C00080
R00940,substrate,C00101
R00940,substrate,C00006
R00940,product,C00504
R00940,product,C00005
R00940,product,C00080
R00942,substrate,C00002
R00942,substrate,C00101
R00942,substrate,C00025
R00942,product,C00008
R00942,product,C00009
R00942,product,C09332
R00943,substrate,C00101
R00943,substrate,C00058
R00943,substrate,C00002
R00943,product,C00008
R00943,product,C00009
R00943,product,C00234
R00944,substrate,C00234
R00944,substrate,C00001
R00944,product,C00058
R00944,product,C00101
R00945,substrate,C00143
R00945,substrate,C00037
R00945,substrate,C00001
R00945,product,C00101
R00945,product,C00065
R00946,substrate,C00440
R00946,substrate,C00155
R00946,product,C00101
R00946,product,C00073
R00947,substrate,C00103
R00947,substrate,C00001
R00947,product,C00267
R00947,product,C00009
R00948,substrate,C00002
R00948,substrate,C00103
R00948,product,C00013
R00948,product,C00498
R00952,substrate,C00185
R00952,substrate,C00009
R00952,product,C00103
R00952,product,C00031
R00955,substrate,C00029
R00955,substrate,C00446
R00955,product,C00103
R00955,product,C00052
R00959,substrate,C00103
R00959,product,C00668
R00963,substrate,C00105
R00963,substrate,C00001
R00963,product,C00299
R00963,product,C00009
R00964,substrate,C00002
R00964,substrate,C00299
R00964,product,C00008
R00964,product,C00105
R00965,substrate,C01103
R00965,product,C00105
R00965,product,C00011
R00966,substrate,C00105
R00966,substrate,C00013
R00966,product,C00106
R00966,product,C00119
R00968,substrate,C00044
R00968,substrate,C00299
R00968,product,C00035
R00968,product,C00105
R00974,substrate,C00380
R00974,substrate,C00001
R00974,product,C00106
R00974,product,C00014
R00977,substrate,C00429
R00977,substrate,C00003
R00977,product,C00106
R00977,product,C00004
R00977,product,C00080
R00982,substrate,C00002
R00982,substrate,C00108
R00982,substrate,C00010
R00982,product,C00020
R00982,product,C00013
R00982,product,C02247
R00985,substrate,C00251
R00985,substrate,C00014
R00985,product,C00108
R00985,product,C00022
R00985,product,C00001
R00986,substrate,C00251
R00986,substrate,C00064
R00986,product,C00108
R00986,product,C00022
R00986,product,C00025
R00988,substrate,C05653
R00988,substrate,C00001
R00988,product,C00058
R00988,product,C00108
R00994,substrate,C00109
R00994,substrate,C00011
R00994,substrate,C00004
R00994,substrate,C00080
R00994,product,C06032
R00994,product,C00003
R00996,substrate,C00188
R00996,product,C00109
R00996,product,C00014
R00999,substrate,C01118
R00999,substrate,C00001
R00999,product,C00109
R00999,product,C00042
R00999,product,C00014
R01000,substrate,C05984
R01000,substrate,C00003
R01000,product,C00109
R01000,product,C00004
R01000,product,C00080
R01001,substrate,C02291
R01001,substrate,C00001
R01001,product,C00097
R01001,product,C00014
R01001,product,C00109
R01009,substrate,C00096
R01009,substrate,C00110
R01009,product,C00035
R01009,product,C03862
R01012,substrate,C00074
R01012,substrate,C00184
R01012,product,C00022
R01012,product,C00111
R01015,substrate,C00118
R01015,product,C00111
R01016,substrate,C00111
R01016,product,C00546
R01016,product,C00009
R01021,substrate,C00002
R01021,substrate,C00114
R01021,product,C00008
R01021,product,C00588
R01025,substrate,C00114
R01025,substrate,C00028
R01025,product,C00576
R01025,product,C00030
R01030,substrate,C00670
R01030,substrate,C00001
R01030,product,C00114
R01030,product,C00093
R01034,substrate,C00116
R01034,substrate,C00003
R01034,product,C00184
R01034,product,C00004
R01034,product,C00080
R01041,substrate,C00116
R01041,substrate,C00006
R01041,product,C00577
R01041,product,C00005
R01041,product,C00080
R01049,substrate,C00002
R01049,substrate,C00117
R01049,product,C00020
R01049,product,C00119
R01051,substrate,C00002
R01051,substrate,C00121
R01051,product,C00008
R01051,product,C00117
R01054,substrate,C00301
R01054,substrate,C00001
R01054,product,C00020
R01054,product,C00117
R01055,substrate,C00106
R01055,substrate,C00117
R01055,product,C01168
R01055,product,C00001
R01056,substrate,C00117
R01056,product,C00199
R01057,substrate,C00620
R01057,product,C00117
R01061,substrate,C00118
R01061,substrate,C00009
R01061,substrate,C00003
R01061,product,C00236
R01061,product,C00004
R01061,product,C00080
R01064,substrate,C01286
R01064,product,C00022
R01064,product,C00118
R01066,substrate,C00673
R01066,product,C00118
R01066,product,C00084
R01067,substrate,C00085
R01067,substrate,C00118
R01067,product,C00279
R01067,product,C00231
R01068,substrate,C00354
R01068,product,C00111
R01068,product,C00118
R01069,substrate,C03785
R01069,product,C00111
R01069,product,C00118
R01070,substrate,C05378
R01070,product,C00111
R01070,product,C00118
R01071,substrate,C02739
R01071,substrate,C00013
R01071,product,C00002
R01071,product,C00119
R01072,substrate,C03090
R01072,substrate,C00013
R01072,substrate,C00025
R01072,product,C00064
R01072,product,C00119
R01072,product,C00001
R01073,substrate,C04302
R01073,substrate,C00013
R01073,product,C00108
R01073,product,C00119
R01074,substrate,C00002
R01074,substrate,C00120
R01074,product,C00013
R01074,product,C05921
R01078,substrate,C01909
R01078,substrate,C17023
R01078,substrate,C00019
R01078,substrate,C05359
R01078,substrate,C00080
R01078,product,C00120
R01078,product,C00073
R01078,product,C05198
R01082,substrate,C00149
R01082,product,C00122
R01082,product,C00001
R01083,substrate,C03794
R01083,product,C00122
R01083,product,C00020
R01085,substrate,C02514
R01085,substrate,C00001
R01085,product,C00122
R01085,product,C00022
R01086,substrate,C03406
R01086,product,C00122
R01086,product,C00062
R01088,substrate,C00123
R01088,substrate,C00001
R01088,substrate,C00003
R01088,product,C00233
R01088,product,C00014
R01088,product,C00004
R01088,product,C00080
R01090,substrate,C00123
R01090,substrate,C00026
R01090,product,C00233
R01090,product,C00025
R01092,substrate,C00002
R01092,substrate,C00984
R01092,product,C00008
R01092,product,C00446
R01094,substrate,C00124
R01094,substrate,C00003
R01094,product,C03383
R01094,product,C00004
R01094,product,C00080
R01097,substrate,C00124
R01097,substrate,C00006
R01097,product,C03383
R01097,product,C00005
R01097,product,C00080
R01101,substrate,C05402
R01101,substrate,C00001
R01101,product,C00124
R01101,product,C00031
R01103,substrate,C00492
R01103,substrate,C00001
R01103,product,C00124
R01103,product,C00089
R01104,substrate,C05401
R01104,substrate,C00001
R01104,product,C00124
R01104,product,C00116
R01105,substrate,C05796
R01105,substrate,C00001
R01105,product,C00124
R01105,product,C05796
R01106,substrate,C00125
R01106,substrate,C00088
R01106,substrate,C00001
R01106,product,C00244
R01106,product,C00126
R01106,product,C00080
R01122,substrate,C00235
R01122,substrate,C17324
R01122,product,C00013
R01122,product,C04432
R01123,substrate,C00129
R01123,product,C00235
R01126,substrate,C00130
R01126,substrate,C00001
R01126,product,C00294
R01126,product,C00009
R01127,substrate,C00130
R01127,substrate,C00001
R01127,product,C04734
R01130,substrate,C00130
R01130,substrate,C00003
R01130,substrate,C00001
R01130,product,C00655
R01130,product,C00004
R01130,product,C00080
R01131,substrate,C00002
R01131,substrate,C00294
R01131,product,C00008
R01131,product,C00130
R01132,substrate,C00130
R01132,substrate,C00013
R01132,product,C00262
R01132,product,C00119
R01134,substrate,C00130
R01134,substrate,C00014
R01134,substrate,C00006
R01134,product,C00144
R01134,product,C00005
R01134,product,C00080
R01135,substrate,C00044
R01135,substrate,C00130
R01135,substrate,C00049
R01135,product,C00035
R01135,product,C00009
R01135,product,C03794
R01137,substrate,C00002
R01137,substrate,C00206
R01137,product,C00008
R01137,product,C00131
R01138,substrate,C00131
R01138,substrate,C00022
R01138,product,C00206
R01138,product,C00074
R01146,substrate,C00132
R01146,substrate,C18233
R01146,product,C00067
R01146,product,C18234
R01146,product,C00080
R01150,substrate,C00002
R01150,substrate,C00133
R01150,product,C00008
R01150,product,C00009
R01150,product,C00993
R01152,substrate,C00436
R01152,substrate,C00001
R01152,product,C00134
R01152,product,C00011
R01152,product,C00014
R01154,substrate,C00024
R01154,substrate,C00134
R01154,product,C00010
R01154,product,C02714
R01155,substrate,C00134
R01155,substrate,C00026
R01155,product,C00555
R01155,product,C00025
R01157,substrate,C00179
R01157,substrate,C00001
R01157,product,C00134
R01157,product,C00086
R01158,substrate,C00860
R01158,substrate,C00003
R01158,substrate,C00001
R01158,product,C00135
R01158,product,C00004
R01158,product,C00080
R01163,substrate,C01929
R01163,substrate,C00001
R01163,substrate,C00003
R01163,product,C00135
R01163,product,C00004
R01163,product,C00080
R01168,substrate,C00135
R01168,product,C00785
R01168,product,C00014
R01169,substrate,C00135
R01169,substrate,C00019
R01169,substrate,C00080
R01169,product,C05575
R01169,product,C00021
R01171,substrate,C00136
R01171,substrate,C00003
R01171,product,C00877
R01171,product,C00004
R01171,product,C00080
R01172,substrate,C01412
R01172,substrate,C00010
R01172,substrate,C00003
R01172,product,C00136
R01172,product,C00004
R01172,product,C00080
R01174,substrate,C00136
R01174,substrate,C00009
R01174,product,C00010
R01174,product,C02527
R01175,substrate,C00136
R01175,substrate,C00016
R01175,product,C01352
R01175,product,C00877
R01177,substrate,C00024
R01177,substrate,C00136
R01177,product,C00010
R01177,product,C05269
R01178,substrate,C20675
R01178,substrate,C04253
R01178,product,C20676
R01178,product,C04570
R01179,substrate,C00136
R01179,substrate,C00033
R01179,product,C00246
R01179,product,C00024
R01183,substrate,C00137
R01183,substrate,C00003
R01183,product,C00691
R01183,product,C00004
R01183,product,C00080
R01185,substrate,C01177
R01185,substrate,C00001
R01185,product,C00137
R01185,product,C00009
R01186,substrate,C03546
R01186,substrate,C00001
R01186,product,C00137
R01186,product,C00009
R01187,substrate,C04006
R01187,substrate,C00001
R01187,product,C00137
R01187,product,C00009
R01194,substrate,C01235
R01194,substrate,C00001
R01194,product,C00137
R01194,product,C00124
R01196,substrate,C00138
R01196,substrate,C00024
R01196,substrate,C00011
R01196,substrate,C00080
R01196,product,C00139
R01196,product,C00022
R01196,product,C00010
R01197,substrate,C00138
R01197,substrate,C00091
R01197,substrate,C00011
R01197,substrate,C00080
R01197,product,C00139
R01197,product,C00026
R01197,product,C00010
R01199,substrate,C00139
R01199,substrate,C00109
R01199,substrate,C00010
R01199,product,C00138
R01199,product,C00100
R01199,product,C00011
R01199,product,C00080
R01206,substrate,C00461
R01206,substrate,C00001
R01206,product,C00140
R01206,product,C00461
R01207,substrate,C00140
R01207,product,C00645
R01209,substrate,C04039
R01209,product,C00141
R01209,product,C00001
R01210,substrate,C00141
R01210,substrate,C00010
R01210,substrate,C00003
R01210,product,C00630
R01210,product,C00011
R01210,product,C00004
R01210,product,C00080
R01213,substrate,C02504
R01213,substrate,C00010
R01213,product,C00024
R01213,product,C00141
R01213,product,C00001
R01214,substrate,C00183
R01214,substrate,C00026
R01214,product,C00141
R01214,product,C00025
R01215,substrate,C00183
R01215,substrate,C00022
R01215,product,C00141
R01215,product,C00041
R01220,substrate,C00143
R01220,substrate,C00006
R01220,product,C00445
R01220,product,C00005
R01221,substrate,C00037
R01221,substrate,C00101
R01221,substrate,C00003
R01221,product,C00143
R01221,product,C00014
R01221,product,C00011
R01221,product,C00004
R01221,product,C00080
R01226,substrate,C00143
R01226,substrate,C00141
R01226,substrate,C00001
R01226,product,C00101
R01226,product,C00966
R01227,substrate,C00144
R01227,substrate,C00001
R01227,product,C00387
R01227,product,C00009
R01228,substrate,C00002
R01228,substrate,C00387
R01228,product,C00008
R01228,product,C00144
R01229,substrate,C00144
R01229,substrate,C00013
R01229,product,C00242
R01229,product,C00119
R01230,substrate,C00002
R01230,substrate,C00655
R01230,substrate,C00014
R01230,product,C00020
R01230,product,C00013
R01230,product,C00144
R01231,substrate,C00002
R01231,substrate,C00655
R01231,substrate,C00064
R01231,substrate,C00001
R01231,product,C00020
