KO,EC,RXN
K02377,1.1.1.271,"R05692;R05692  GDP-L-fucose:NADP+ 4-oxidoreductase (3,5-epimerizing)"
K02379,,
K02380,,
K02381,,
K02386,,
K02387,,
K02389,,
K02390,,
K02391,,
K02392,,
K02393,,
K02394,,
K02395,,
K02396,,
K02397,,
K02398,,
K02400,,
K02401,,
K02404,,
K02405,,
K02406,,
K02407,,
K02408,,
K02409,,
K02410,,
K02411,,
K02412,7.4.2.8,
K02414,,
K02416,,
K02417,,
K02418,,
K02419,,
K02420,,
K02421,,
K02424,,
K02427,2.1.1.166,
K02429,,
K02430,,
K02431,5.1.3.29,R10764;R10764  alpha-L-fucopyranose 1-epimerase
K02433,6.3.5.6;6.3.5.7,R03905;R03905  Glu-tRNA(Gln):L-glutamine amido-ligase (ADP-forming);R04212;R04212  Asp-tRNA(Asn):L-glutamine amido-ligase (ADP-forming)
K02434,6.3.5.6;6.3.5.7,R03905;R03905  Glu-tRNA(Gln):L-glutamine amido-ligase (ADP-forming);R04212;R04212  Asp-tRNA(Asn):L-glutamine amido-ligase (ADP-forming)
K02435,6.3.5.6;6.3.5.7,R03905;R03905  Glu-tRNA(Gln):L-glutamine amido-ligase (ADP-forming);R04212;R04212  Asp-tRNA(Asn):L-glutamine amido-ligase (ADP-forming)
K02437,,R01221;R01221  glycine:NAD+ 2-oxidoreductase (tetrahydrofolate-methylene-adding)
K02438,3.2.1.196,"R02111;R02111  1,4-alpha-D-glucan:orthophosphate alpha-D-glucosyltransferase"
K02440,,
K02441,3.4.21.105,
K02445,,
K02446,3.1.3.11,"R00762;R00762  D-fructose-1,6-bisphosphate 1-phosphohydrolase;R04780;R04780  beta-D-fructose 1,6-bisphosphate 1-phosphohydrolase"
K02450,,
K02453,,
K02454,7.4.2.8,
K02455,,
K02456,,
K02457,,
K02458,,
K02459,,
K02460,,
K02461,,
K02465,,
K02466,,
K02467,5.3.1.13,R01530;R01530  D-arabinose-5-phosphate aldose-ketose-isomerase
K02468,,
K02469,5.6.2.2,
K02470,5.6.2.2,
K02471,,
K02472,1.1.1.336,R03317;R03317  UDP-N-acetyl-alpha-D-mannosamine:NAD+ 6-oxidoreductase
K02474,1.1.1.136,R00421;R00421  UDP-N-acetyl-D-glucosamine:NAD+ 6-oxidoreductase;R06894
K02477,,
K02480,2.7.13.3,
K02482,2.7.13.3,
K02483,,
K02484,2.7.13.3,
K02485,,
K02488,2.7.7.65,R08057;R08057  GTP:GTP guanylyltransferase
K02491,2.7.13.3,
K02492,1.2.1.70,R04109;R04109  L-glutamate-semialdehyde: NADP+ oxidoreductase (L-glutamyl-tRNA(Glu)-forming)
K02493,2.1.1.297,R10806;R10806  S-adenosyl-L-methionine:[protein]-L-glutamine (N5-glutamine)-methyltransferase
K02495,1.3.98.3,R06895;R06895  coproporphyrinogen-III:S-adenosyl-L-methionine oxidoreductase(decarboxylating)
K02496,2.1.1.107,R03194;R03194  S-adenosyl-L-methionine:uroporphyrinogen-III C-methyltransferase
K02498,,
K02499,,
K02500,4.3.2.10, 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide-forming);R04558;R04558  5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate-lyase (L-glutamine-hydrolysing
K02501,4.3.2.10, 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide-forming);R04558;R04558  5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate-lyase (L-glutamine-hydrolysing
K02502,,R01071;R01071  1-(5-phospho-D-ribosyl)-ATP:diphosphate phospho-alpha-D-ribosyl-transferase
K02503,,
K02510,4.1.2.52,"R01645;R01645  4-hydroxy-2-oxo-heptandioate succinate-semialdehyde-lyase (pyruvate-forming);R01647;R01647  2,4-dihydroxyhept-2-enedioate succinate-semialdehyde-lyase (pyruvate-forming)"
K02511,,
K02517,2.3.1.241,R05146;R05146  dodecanoyl-[acyl-carrier protein]:KDO2-lipid-IVA O-dodecanoyltransferase;R12193;R12193  octadecanoyl-[acyl-carrier protein]:KDO2-lipid-IVA O-octadecanoyltransferase
K02518,,
K02519,,
K02520,,
K02521,,
K02523,2.5.1.90,"R09248;R09248  (2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 5 isopentenyl units)"
K02525,,
K02527,2.4.99.12;2.4.99.13;2.4.99.14;2.4.99.15,R04658;R04658  CMP-3-deoxy-D-manno-oct-2-ulosonate:lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase;R05074;R05074  CMP-3-deoxy-D-manno-oct-2-ulosonate:(KDO)-lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase;R06285;R09763;R09763  CMP-3-deoxy-D-manno-oct-2-ulosonate:(KDO)2-lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase [(2->8) glycosidic bond-forming];R09764;R09766;R09766  CMP-3-deoxy-D-manno-oct-2-ulosonate:(KDO)3-lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase [(2->4) glycosidic bond-forming]
K02528,2.1.1.182,R10716;R10716  S-adenosyl-L-methionine:rRNA (adenine-N6-)-dimethyltransferase
K02529,,
K02530,,
K02531,,
K02533,,
K02535,3.5.1.108,R04587;R04587  UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetylglucosamine amidohydrolase
K02536,2.3.1.191,R04550;R04550  (3R)-3-hydroxymyristoyl-[acyl-carrier protein]:UDP-3-O-[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine N-acetyltransferase
K02548,2.5.1.74,"R10757;R10757  all-trans-polyprenyl-diphosphate:1,4-dihydroxy-2-naphthoate polyprenyltransferase"
K02549,4.2.1.113,"R04031;R04031  (1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate hydrolyase (2-succinylbenzoate-forming)"
K02550,,
K02551,2.2.1.9,R08165;R08165  2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
K02552,5.4.4.2,R01717;R01717  chorismate hydroxymutase
K02553,,
K02556,,
K02557,,
K02558,6.3.2.45,
K02560,2.3.1.243,R05075;R05075  tetradecanoyl-[acyl-carrier protein]:dodecanoyl-KDO2-lipid IV(A) O-tetradecanoyltransferase;R12197;R12197  tetradecanoyl-[acyl-carrier protein]:(9Z)-hexadec-9-enoyl-KDO2-lipid IVA O-tetradecanoyltransferase
K02562,,
K02563,2.4.1.227,"R05032;R05032  UDP-N-acetyl-D-glucosamine:undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine 4-beta-N-acetylglucosaminlytransferase;R05662;R05662  UDP-N-acetyl-D-glucosamine:N-acetyl-alpha-D-muramyl(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase;R06173;R06174"
K02564,3.5.99.6,R00765;R00765  D-glucosamine-6-phosphate aminohydrolase (ketol isomerizing)
K02565,,
K02567,1.9.6.1,R00798;R00798  nitrite:acceptor oxidoreductase;R01106;R01106  nitrite:(acceptor) oxidoreductase;R03071;R03071  ferrocytochrome:nitrate oxidoreductase
K02569,,
K02572,,
K02573,,
K02574,,
K02575,,
K02584,,
K02586,1.18.6.1,R05185;R05185  reduced ferredoxin:dinitrogen oxidoreductase (ATP-hydrolysing);R05496;R05496  reduced ferredoxin:acetylene oxidoreductase (ATP-hydrolysing)
K02587,,
K02588,,R05185;R05185  reduced ferredoxin:dinitrogen oxidoreductase (ATP-hydrolysing);R05496;R05496  reduced ferredoxin:acetylene oxidoreductase (ATP-hydrolysing)
K02591,1.18.6.1,R05185;R05185  reduced ferredoxin:dinitrogen oxidoreductase (ATP-hydrolysing);R05496;R05496  reduced ferredoxin:acetylene oxidoreductase (ATP-hydrolysing)
K02600,,
K02601,,
K02609,1.14.13.149,"R09838;R09838  phenylacetyl-CoA:oxygen oxidoreductase (1,2-epoxidizing)"
K02610,,"R09838;R09838  phenylacetyl-CoA:oxygen oxidoreductase (1,2-epoxidizing)"
K02612,,"R09838;R09838  phenylacetyl-CoA:oxygen oxidoreductase (1,2-epoxidizing)"
K02619,4.1.3.38,R05553;R05553  4-amino-4-deoxychorismate pyruvate-lyase
K02621,5.6.2.2,
K02622,5.6.2.2,
K02638,,
K02647,,
K02650,,
K02652,,
K02653,,
K02654,3.4.23.43,
K02656,,
K02660,,
K02662,,
K02663,,
K02664,,
K02665,,
K02666,,
K02667,,
K02668,2.7.13.3,
K02669,,
K02670,,
K02671,,
K02674,,
K02682,,
K02683,2.7.7.102,
K02687,,
K02688,,
K02690,1.97.1.12,R09542;R09542  plastocyanin:ferredoxin oxidoreductase (light-dependent)
K02703,1.10.3.9,R09503;R09503  H2O:plastoquinone reductase (light-dependent)
K02705,,
K02716,,
K02717,,
K02742,,
K02744,,R08366;R08366  protein-N(pi)-phosphohistidine:N-acetyl-D-galactosamine 6-phosphotransferase;R08367;R08367  protein-N(pi)-phosphohistidine:D-galactosamine 6-phosphotransferase
K02746,,R08366;R08366  protein-N(pi)-phosphohistidine:N-acetyl-D-galactosamine 6-phosphotransferase
K02747,,R08366;R08366  protein-N(pi)-phosphohistidine:N-acetyl-D-galactosamine 6-phosphotransferase
K02750,2.7.1.208,R04111;R04111  protein-N(pi)-phosphohistidine:maltose 6'-phosphotransferase
K02753,,R04394;R04394  protein-N(pi)-phosphohistidine:salicin 6-phosphotransferase;R05132;R05132  protein-N(pi)-phosphohistidine:arbutin 6-phosphotransferase
K02757,,
K02761,,"R11170;R11170  protein-Npi-phospho-L-histidine:N,N'-diacetylchitobiose 6'-O-phosphotransferase;R11172;R11172  protein-Npi-phospho-L-histidine:cellobiose 6'-O-phosphotransferase"
K02770,2.7.1.202,R03232;R03232  protein-N(pi)-phosphohistidine:D-fructose 1-phosphotransferase
K02773,2.7.1.200,R05570;R05570  protein-N(pi)-phosphohistidine:galactitol 1-phosphotransferase
K02774,2.7.1.200,R05570;R05570  protein-N(pi)-phosphohistidine:galactitol 1-phosphotransferase
K02775,,R05570;R05570  protein-N(pi)-phosphohistidine:galactitol 1-phosphotransferase
K02777,,R02738;R02738  protein-N(pi)-phosphohistidine:D-glucose 6-phosphotransferase;R02780;R04111;R04111  protein-N(pi)-phosphohistidine:maltose 6'-phosphotransferase;R04394;R04394  protein-N(pi)-phosphohistidine:salicin 6-phosphotransferase;R05132;R05132  protein-N(pi)-phosphohistidine:arbutin 6-phosphotransferase;R05199;R05199  protein-N(pi)-phosphohistidine:N-acetyl-D-glucosamine 6-phosphotransferase;R08559;R08559  protein-N(pi)-phosphohistidine:N-acetylmuramate 6-phosphotransferase
K02782,2.7.1.198,R05820;R05820  protein-N(pi)-phosphohistidine:D-sorbitol 6-phosphotransferase
K02783,,R05820;R05820  protein-N(pi)-phosphohistidine:D-sorbitol 6-phosphotransferase
K02786,2.7.1.207,R04393;R04393  protein-N(pi)-phosphohistidine:lactose 6-phosphotransferase
K02788,2.7.1.207,R04393;R04393  protein-N(pi)-phosphohistidine:lactose 6-phosphotransferase
K02791,2.7.1.199;2.7.1.208,R02738;R02738  protein-N(pi)-phosphohistidine:D-glucose 6-phosphotransferase;R04111;R04111  protein-N(pi)-phosphohistidine:maltose 6'-phosphotransferase
K02795,,R02630;R02630  protein-N(pi)-phosphohistidine:D-mannose 6-phosphotransferase
K02796,,R02630;R02630  protein-N(pi)-phosphohistidine:D-mannose 6-phosphotransferase
K02798,2.7.1.197,R02704;R02704  protein-N(pi)-phosphohistidine:mannitol 1-phosphotransferase
K02800,2.7.1.197,R02704;R02704  protein-N(pi)-phosphohistidine:mannitol 1-phosphotransferase
K02804,2.7.1.193,R05199;R05199  protein-N(pi)-phosphohistidine:N-acetyl-D-glucosamine 6-phosphotransferase
K02805,2.6.1.59,"R04438;R04438  dTDP-4-amino-4,6-dideoxy-D-galactose:2-oxoglutarate aminotransferase"
K02806,,
K02810,2.7.1.211,R00811;R00811  protein-Npi-phospho-L-histidine:sugar phosphotransferase
K02819,2.7.1.201,R02780;R02780  
K02823,,R01869;R01869  (S)-dihydroorotate:NAD+ oxidoreductase
K02824,,
K02825,2.4.2.9,R00966;R00966  UMP:diphosphate phospho-alpha-D-ribosyltransferase
K02826,7.1.1.5,R09492;R09492  menaquinol:O2 oxidoreductase (H+-transporting)
K02834,,
K02835,,
K02836,,
K02837,,
K02838,,
K02840,,
K02841,2.4.99.23,
K02843,2.4.99.24,
K02844,,
K02846,,
K02847,2.4.99.26,
K02848,2.7.1.235,
K02849,2.4.99.25,
K02851,2.7.8.33;2.7.8.35,"R08856;R08856  UDP-N-acetyl-D-glucosamine:undecaprenyl-phosphate N-acetyl-D-glucosamine phosphotransferase;R10137;R10137  UDP-N-acetyl-alpha-D-glucosamine:trans,octacis-decaprenyl-phosphate N-acetylglucosaminephosphotransferase;R12075;R12075  UDP-N-acetyl-alpha-D-glucosamine:trans,octacis-decaprenyl-phosphate N-acetylglucosaminephosphotransferase;R12859"
K02852,2.4.1.180,
K02853,2.4.99.27,
K02854,,
K02855,,
K02856,,
K02858,4.1.99.12,"R07281;R07281  D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming)"
K02860,,
K02863,,
K02864,,
K02867,,
K02871,,
K02874,,
K02876,,
K02878,,
K02879,,
K02881,,
K02884,,
K02886,,
K02887,,
K02888,,
K02890,,
K02892,,
K02895,,
K02896,,
K02897,,
K02899,,
K02902,,
K02904,,
K02906,,
K02907,,
K02909,,
K02911,,
K02916,,
K02926,,
K02931,,
K02933,,
K02935,,
K02939,,
K02945,,
K02946,,
K02948,,
K02950,,
K02952,,
K02954,,
K02956,,
K02959,,
K02961,,
K02965,,
K02967,,
K02968,,
K02970,,
K02982,,
K02986,,
K02987,,
K02988,,
K02990,,
K02992,,
K02994,,
K02996,,
K03010,2.7.7.6,
K03040,2.7.7.6,
K03041,2.7.7.6,
K03042,2.7.7.6,
K03043,2.7.7.6,
K03044,2.7.7.6,
K03046,2.7.7.6,
K03057,,
K03059,2.7.7.6,
K03060,2.7.7.6,
K03070,7.4.2.8,
K03071,,
K03072,,
K03074,,
K03076,,
K03077,5.1.3.4,R05850;R05850  L-ribulose-5-phosphate 4-epimerase
K03078,4.1.1.85,R07125;R07125  3-dehydro-L-gulonate-6-phosphate carboxy-lyase
K03079,5.1.3.22,R03244;R03244  L-ribulose-5-phosphate 3-epimerase
K03086,,
K03087,,
K03088,,
K03089,,
K03090,,
K03092,,
K03095,,
K03100,3.4.21.89,
K03101,3.4.23.36,
K03106,3.6.5.4,
K03110,,
K03111,,
K03112,,
K03113,,
K03116,,
K03117,,
K03118,,
K03124,,
K03147,4.1.99.17,"R03472;R03472  5-amino-1-(5-phospho-D-ribosyl)imidazole formate-lyase (decarboxylating, 4-amino-2-methyl-5-phosphomethylpyrimidine-forming)"
K03149,2.8.1.10,R10247;R10247  1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase
K03150,4.1.99.19,R10246;R10246  L-tyrosine 4-methylphenol-lyase (2-iminoacetate-forming)
K03151,2.8.1.4,R07461;R07461  [enzyme]-S-sulfanyl-L-cysteine:adenylyl-[sulfur-carrier protein] sulfurtransferase
K03152,3.5.1.124,
K03153,1.4.3.19,R07463;R07463  glycine:oxygen oxidoreductase
K03167,5.6.2.2,
K03168,5.6.2.1,
K03169,5.6.2.1,
K03170,5.6.2.2,
K03177,5.4.99.25,
K03179,2.5.1.39,R05000;R05000  polyisopentenylpyrolinate:4-hydroxybenzoate nonaprenyltransferase;R05615;R05615  all-trans-octaprenyl-diphosphate:4-hydroxybenzoate 3-octaprenyltransferase
K03181,4.1.3.40,R01302;R01302  chorismate pyruvate-lyase (4-hydroxybenzoate-forming)
K03182,4.1.1.98,R04985;R04985  4-hydroxy-3-polyprenylbenzoate carboxy-lyase;R04986;R04986  3-octaprenyl-4-hydroxybenzoate carboxy-lyase
K03183,2.1.1.163;2.1.1.201,"R09736;R09736  S-adenosyl-L-methione:demethylmenaquinol methyltransferase;R09737;R09737  S-adenosyl-L-methionine:2-methoxy-6-all-trans-polyprenyl-1,4-benzoquinol 5-C-methyltransferase"
K03184,1.14.99.60,"R12067;R12067  5-methoxy-2-methyl-3-(all-trans-polyprenyl)benzene-1,4-diol,acceptor:oxygen oxidoreductase (5-hydroxylating)"
K03185,,R12658;R12658  
K03186,2.5.1.129,R01238;R01238  4-hydroxybenzoate carboxy-lyase (phenol-forming);R02952;R02952  phenylacrylic acid decarboxylase;R03367;R04985;R04985  4-hydroxy-3-polyprenylbenzoate carboxy-lyase;R04986;R04986  3-octaprenyl-4-hydroxybenzoate carboxy-lyase;R11225;R11225  dimethylallyl-phosphate:FMNH2 prenyltransferase;R12895;R12895  trans-anhydromevalonate 5-phosphate carboxy-lyase
K03187,,
K03188,,
K03189,,
K03190,,
K03192,,
K03195,,
K03196,7.4.2.8,
K03199,7.4.2.8,
K03200,,
K03201,,
K03203,,
K03204,,
K03205,7.4.2.8,
K03207,,
K03210,,
K03214,,
K03215,2.1.1.190,
K03216,2.1.1.207,
K03217,,
K03218,2.1.1.185,
K03219,,
K03220,,
K03224,7.4.2.8,
K03225,,
K03226,,
K03228,,
K03229,,
K03230,,
K03231,,
K03234,,
K03238,,
K03242,,
K03243,,
K03263,,
K03269,3.6.1.54,"R04549;R04549  UDP-2,3-bis[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine 2,3-bis[(3R)-3-hydroxymyristoyl]-beta-D-glucosaminyl 1-phosphate phosphohydrolase"
K03270,3.1.3.45,R03350;R03350  3-deoxy-D-manno-octulosonate-8-phosphate 8-phosphohydrolase
K03271,5.3.1.28,R05645;R05645  D-glycero-beta-D-manno-heptose-7-phosphate aldose-ketose-isomerase;R09768;R09768  D-glycero-D-manno-heptose 7-phosphate aldose-ketose-isomerase;R09769;R09769  D-glycero-alpha-D-manno-heptose 7-phosphate aldose-ketose-isomerase
K03272,2.7.1.167;2.7.7.70,R05644;R05644  ATP:D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase;R05646;R05646  ATP:D-glycero-beta-D-manno-heptose 7-phosphate 1-phosphotransferase
K03273,3.1.3.82;3.1.3.83,"R05647;R05647  D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphohydrolase;R09771;R09771  D-glycero-alpha-D-manno-heptose 1,7-bisphosphate 7-phosphohydrolase"
K03274,5.1.3.20,R05176;R05176  ADP-D-glycero-D-manno-heptose 6-epimerase
K03275,,
K03278,2.4.1.44,R01997;R01997  UDP-alpha-D-galactose:lipopolysaccharide 3-alpha-D-galactosyltransferase
K03279,2.4.1.58,R01994;R01994  UDPglucose:lipopolysaccharide glucosyltransferase
K03280,2.4.1.56,R01996;R01996  UDP-N-acetyl-D-glucosamine:lipopolysaccharide N-acetylglucosaminyltransferase
K03281,,
K03284,,
K03286,,
K03289,,
K03290,,
K03291,,
K03292,,
K03293,,
K03294,,
K03296,,
K03298,,
K03299,,
K03300,,
K03301,,
K03303,,
K03305,,
K03306,,
K03307,,
K03308,,
K03310,,
K03311,,
K03312,,
K03313,,
K03314,,
K03315,,
K03316,,
K03319,,
K03320,,
K03321,,
K03322,,
K03324,,
K03325,,
K03326,,
K03328,,
K03332,3.2.1.80,R00879;R00879  beta-D-fructan fructohydrolase
K03333,1.1.3.6,R01459;R01459  cholesterol:oxygen oxidoreductase
K03334,1.4.3.2,R00357;R00357  L-aspartic acid:oxygen oxidoreductase (deaminating);R00648;R00648  L-methionine:oxygen oxidoreductase (deaminating);R00677;R00677  L-tryptophan:oxygen oxidoreductase (deaminating);R00689;R00689  L-phenylalanine:oxygen oxidoreductase (deaminating);R00729;R00729  L-tyrosine:oxygen oxidoreductase (deaminating);R02197;R02197  L-isoleucine:oxygen oxidoreductase (deaminating)
K03335,4.2.1.44,"R02782;R02782  2,4,6/3,5-pentahydroxycyclohexanone hydro-lyase;R05659"
K03336,3.7.1.22,"R08603;R08603  3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)"
K03337,5.3.1.30,R08503;R08503  5-deoxy-D-glucuronate aldose-ketose-isomerase
K03338,2.7.1.92,R05661;R05661  ATP:5-dehydro-2-deoxy-D-gluconate 6-phosphotransferase
K03340,1.4.1.16,"R02755;R02755  meso-2,6-diaminoheptanedioate:NADP+ oxidoreductase (deaminating)"
K03342,2.6.1.85;4.1.3.38,R01716;R01716  chorismate:L-glutamine aminotransferase;R05553;R05553  4-amino-4-deoxychorismate pyruvate-lyase
K03346,,
K03367,6.1.1.13,R02718;R02718  D-alanine:poly(ribitol phosphate) ligase (AMP-forming);R12812;R12863;R12867;R12871;R12873;R12875;R12904
K03385,1.7.2.2,R05712;R05712  ammonia:ferricytochrome-c oxidoreductase
K03386,1.11.1.24,
K03387,,
K03388,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,"R11928;R11928  CoB,CoM,ferredoxin:coenzyme F420 oxidoreductase;R11931;R11931  CoB,CoM:ferredoxin oxidoreductase;R11943;R11943  CoB,CoM,ferredoxin:H2 oxidoreductase;R11944;R11944  coenzyme B,coenzyme M,ferredoxin:formate oxidoreductase"
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,"R11928;R11928  CoB,CoM,ferredoxin:coenzyme F420 oxidoreductase;R11931;R11931  CoB,CoM:ferredoxin oxidoreductase;R11943;R11943  CoB,CoM,ferredoxin:H2 oxidoreductase;R11944;R11944  coenzyme B,coenzyme M,ferredoxin:formate oxidoreductase"
K03390,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,"R11928;R11928  CoB,CoM,ferredoxin:coenzyme F420 oxidoreductase;R11931;R11931  CoB,CoM:ferredoxin oxidoreductase;R11943;R11943  CoB,CoM,ferredoxin:H2 oxidoreductase;R11944;R11944  coenzyme B,coenzyme M,ferredoxin:formate oxidoreductase"
K03394,2.1.1.130;2.1.1.151,R03948;R03948  S-adenosyl-L-methionine:precorrin-4 C20-methyltransferase;R05808;R05808  S-adenosyl-L-methionine:cobalt-factor-II C20-methyltransferase
K03399,2.1.1.289,R05813;R05813  ;R07775;R07775  S-adenosyl-L-methionine:cobalt-precorrin-7 C5-methyltransferase
K03402,,
K03403,6.6.1.1,R03877;R03877  magnesium-protoporphyrin IX chelatase
K03404,6.6.1.1,R03877;R03877  magnesium-protoporphyrin IX chelatase
K03405,6.6.1.1,R03877;R03877  magnesium-protoporphyrin IX chelatase
K03406,,
K03407,2.7.13.3,
K03408,,
K03412,3.1.1.61;3.5.1.44,
K03413,,
K03415,,
K03417,4.1.3.30,"R00409;R00409  (2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase (succinate-forming)"
K03424,,
K03426,3.6.1.22,R00103;R00103  NAD+ phosphohydrolase;R03004;R03004  deamino-NAD+ nucleotidohydrolase;R11104;R11104  NADH phosphohydrolase
K03427,2.1.1.72,
K03430,2.6.1.37,R04152;R04152  (2-aminoethyl)phosphonate:pyruvate aminotransferase
K03431,5.4.2.10,"R02060;R02060  D-glucosamine 1-phosphate 1,6-phosphomutase"
K03436,,
K03437,,
K03438,2.1.1.199,
K03439,2.1.1.33,
K03442,,
K03445,,
K03446,,
K03451,,
K03453,,
K03455,,
K03457,,
K03458,,
K03462,2.4.2.12,R01271;R01271  nicotinamide-D-ribonucleotide:diphosphate phospho-alpha-D-ribosyltransferase
K03465,2.1.1.148,"R06613;R06613  5,10-methylenetetrahydrofolate,NADPH:dUMP C-methyltransferase"
K03466,,
K03468,,
K03469,3.1.26.4,
K03470,3.1.26.4,
K03471,3.1.26.4,
K03472,1.2.1.72,R01825;R01825  D-erythrose 4-phosphate:NAD+ oxidoreductase
K03473,1.1.1.290,R04210;R04210  4-phospho-D-erythronate:NAD+ 2-oxidoreductase
K03474,2.6.99.2,R05838;R05838  pyridoxine 5'-phosphate synthase
K03475,,R07671;R07671  
K03476,,R07677;R07677  
K03478,3.5.1.105,
K03483,,
K03485,,
K03486,,
K03490,,
K03491,,
K03495,,R08701;R08701  tRNA uridine 5-carboxymethylaminomethyl modification
K03496,,
K03497,,
K03498,,
K03499,,
K03500,2.1.1.176,
K03501,2.1.1.170,
K03502,,
K03503,,
K03516,,
K03517,2.5.1.72,R04292;R04292  glycerone phosphate:iminosuccinate alkyltransferase (cyclizing)
K03518,1.2.5.3,R11168;R11168  carbon-monoxide:quinone oxidoreductase
K03520,1.2.5.3,R11168;R11168  carbon-monoxide:quinone oxidoreductase
K03521,,
K03522,,
K03523,,
K03524,6.3.4.15,R01074;R01074  biotin:CoA ligase (AMP-forming);R05145;R05145  biotinyl-5'-AMP:apo-[carboxylase] ligase (AMP-forming)
K03525,2.7.1.33,R02971;R02971  ATP:pantothenate 4'-phosphotransferase;R03018;R03018  ATP:pantothenate 4'-phosphotransferase;R04391;R04391  ATP:pantothenate 4'-phosphotransferase
K03526,1.17.7.1;1.17.7.3,R08689;R08689  (E)-4-hydroxy-3-methylbut-2-en-1-yl-diphosphate:oxidized ferredoxin oxidoreductase (hydrating);R10859;R10859  (E)-4-hydroxy-3-methylbut-2-en-1-yl-diphosphate:oxidized flavodoxin oxidoreductase
K03527,1.17.7.4,R05884;R05884  isopentenyl-diphosphate:ferredoxin oxidoreductase;R08210;R08210  dimethylallyl diphosphate:ferredoxin oxidoreductase
K03528,,
K03529,,
K03530,,
K03531,,
K03535,,
K03536,3.1.26.5,
K03543,,
K03544,,
K03545,,
K03546,,
K03547,,
K03549,,
K03550,,
K03551,5.6.2.4,
K03553,,
K03554,,
K03555,,
K03556,,
K03557,,
K03558,,
K03559,,
K03561,,
K03562,,
K03563,,
K03564,1.11.1.24,
K03565,,
K03566,,
K03568,,
K03569,,
K03570,,
K03571,,
K03572,,
K03573,,
K03574,3.6.1.55,
K03575,3.2.2.31,
K03577,,
K03578,5.6.2.6,
K03579,5.6.2.6,
K03580,,
K03581,3.1.11.5,
K03582,3.1.11.5,
K03583,3.1.11.5,
K03584,,
K03585,,
K03586,,
K03587,3.4.16.4,
K03588,2.4.99.28,
K03589,,
K03590,,
K03591,,
K03592,,
K03593,,
K03594,1.16.3.1,R00078;R00078  Fe(II):oxygen oxidoreductase
K03595,,
K03596,,
K03597,,
K03600,,
K03601,3.1.11.6,
K03602,3.1.11.6,
K03606,2.7.8.31,
K03607,,
K03608,,
K03609,,
K03610,,
K03611,1.8.5.9,
K03612,,
K03613,,
K03614,7.1.1.11;7.2.1.2,
K03615,7.1.1.11;7.2.1.2,
K03616,7.1.1.11;7.2.1.2,
K03617,,
K03618,,
K03621,2.3.1.274,R12240;R12240  acyl-[acyl-carrier protein]:phosphate acyltransferase
K03623,,
K03624,,
K03625,,
K03627,,
K03628,,
K03629,,
K03630,,
K03631,,
K03632,,
K03633,,
K03634,,
K03635,2.8.1.12,R09395;R09395  thiocarboxylated molybdopterin synthase:cyclic pyranopterin phosphate sulfurtransferase
K03637,4.6.1.17,"R11372;R11372  (8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate lyase (cyclic pyranopterin phosphate-forming)"
K03638,2.7.7.75,R09726;R09726  ATP:molybdopterin adenylyltransferase
K03639,4.1.99.22,"R09394;R09394  GTP 3',8-cyclase [(8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate-forming]"
K03640,,
K03641,,
K03642,4.2.2.29,
K03643,,
