Reaction,role,metabolite
R01528,product,C00005
R01528,product,C00080
R01528  6-PHOSPHO-D-GLUCONATE:NADP+ 2-OXIDOREDUCTASE (DECARBOXYLATING),substrate,C00345
R01528  6-PHOSPHO-D-GLUCONATE:NADP+ 2-OXIDOREDUCTASE (DECARBOXYLATING),substrate,C00006
R01528  6-PHOSPHO-D-GLUCONATE:NADP+ 2-OXIDOREDUCTASE (DECARBOXYLATING),product,C00199
R01528  6-PHOSPHO-D-GLUCONATE:NADP+ 2-OXIDOREDUCTASE (DECARBOXYLATING),product,C00011
R01528  6-PHOSPHO-D-GLUCONATE:NADP+ 2-OXIDOREDUCTASE (DECARBOXYLATING),product,C00005
R01528  6-PHOSPHO-D-GLUCONATE:NADP+ 2-OXIDOREDUCTASE (DECARBOXYLATING),product,C00080
R10221,substrate,C00345
R10221,substrate,C00003
R10221,product,C00199
R10221,product,C00011
R10221,product,C00004
R10221,product,C00080
R10221  6-PHOSPHO-D-GLUCONATE:NAD+ 2-OXIDOREDUCTASE (DECARBOXYLATING),substrate,C00345
R10221  6-PHOSPHO-D-GLUCONATE:NAD+ 2-OXIDOREDUCTASE (DECARBOXYLATING),substrate,C00003
R10221  6-PHOSPHO-D-GLUCONATE:NAD+ 2-OXIDOREDUCTASE (DECARBOXYLATING),product,C00199
R10221  6-PHOSPHO-D-GLUCONATE:NAD+ 2-OXIDOREDUCTASE (DECARBOXYLATING),product,C00011
R10221  6-PHOSPHO-D-GLUCONATE:NAD+ 2-OXIDOREDUCTASE (DECARBOXYLATING),product,C00004
R10221  6-PHOSPHO-D-GLUCONATE:NAD+ 2-OXIDOREDUCTASE (DECARBOXYLATING),product,C00080
R01094,substrate,C00124
R01094,substrate,C00003
R01094,product,C03383
R01094,product,C00004
R01094,product,C00080
R01094  D-GALACTOSE:NAD+ 1-OXIDOREDUCTASE,substrate,C00124
R01094  D-GALACTOSE:NAD+ 1-OXIDOREDUCTASE,substrate,C00003
R01094  D-GALACTOSE:NAD+ 1-OXIDOREDUCTASE,product,C03383
R01094  D-GALACTOSE:NAD+ 1-OXIDOREDUCTASE,product,C00004
R01094  D-GALACTOSE:NAD+ 1-OXIDOREDUCTASE,product,C00080
R01097,substrate,C00124
R01097,substrate,C00006
R01097,product,C03383
R01097,product,C00005
R01097,product,C00080
R01097  D-GALACTOSE:NADP+ 1-OXIDOREDUCTASE,substrate,C00124
R01097  D-GALACTOSE:NADP+ 1-OXIDOREDUCTASE,substrate,C00006
R01097  D-GALACTOSE:NADP+ 1-OXIDOREDUCTASE,product,C03383
R01097  D-GALACTOSE:NADP+ 1-OXIDOREDUCTASE,product,C00005
R01097  D-GALACTOSE:NADP+ 1-OXIDOREDUCTASE,product,C00080
R00835,substrate,C00092
R00835,substrate,C00006
R00835,product,C01236
R00835,product,C00005
R00835,product,C00080
R00835  D-GLUCOSE-6-PHOSPHATE:NADP+ 1-OXIDOREDUCTASE,substrate,C00092
R00835  D-GLUCOSE-6-PHOSPHATE:NADP+ 1-OXIDOREDUCTASE,substrate,C00006
R00835  D-GLUCOSE-6-PHOSPHATE:NADP+ 1-OXIDOREDUCTASE,product,C01236
R00835  D-GLUCOSE-6-PHOSPHATE:NADP+ 1-OXIDOREDUCTASE,product,C00005
R00835  D-GLUCOSE-6-PHOSPHATE:NADP+ 1-OXIDOREDUCTASE,product,C00080
R02736,substrate,C01172
R02736,substrate,C00006
R02736,product,C01236
R02736,product,C00005
R02736,product,C00080
R02736  BETA-D-GLUCOSE-6-PHOSPHATE:NADP+ 1-OXOREDUCTASE,substrate,C01172
R02736  BETA-D-GLUCOSE-6-PHOSPHATE:NADP+ 1-OXOREDUCTASE,substrate,C00006
R02736  BETA-D-GLUCOSE-6-PHOSPHATE:NADP+ 1-OXOREDUCTASE,product,C01236
R02736  BETA-D-GLUCOSE-6-PHOSPHATE:NADP+ 1-OXOREDUCTASE,product,C00005
R02736  BETA-D-GLUCOSE-6-PHOSPHATE:NADP+ 1-OXOREDUCTASE,product,C00080
R10907,substrate,C01172
R10907,substrate,C00003
R10907,product,C01236
R10907,product,C00004
R10907,product,C00080
R10907  BETA-D-GLUCOSE-6-PHOSPHATE:NAD+ 1-OXIDOREDUCTASE,substrate,C01172
R10907  BETA-D-GLUCOSE-6-PHOSPHATE:NAD+ 1-OXIDOREDUCTASE,substrate,C00003
R10907  BETA-D-GLUCOSE-6-PHOSPHATE:NAD+ 1-OXIDOREDUCTASE,product,C01236
R10907  BETA-D-GLUCOSE-6-PHOSPHATE:NAD+ 1-OXIDOREDUCTASE,product,C00004
R10907  BETA-D-GLUCOSE-6-PHOSPHATE:NAD+ 1-OXIDOREDUCTASE,product,C00080
R01895,substrate,C00474
R01895,substrate,C00003
R01895,product,C00309
R01895,product,C00004
R01895,product,C00080
R01895  RIBITOL:NAD+ 2-OXIDOREDUCTASE,substrate,C00474
R01895  RIBITOL:NAD+ 2-OXIDOREDUCTASE,substrate,C00003
R01895  RIBITOL:NAD+ 2-OXIDOREDUCTASE,product,C00309
R01895  RIBITOL:NAD+ 2-OXIDOREDUCTASE,product,C00004
R01895  RIBITOL:NAD+ 2-OXIDOREDUCTASE,product,C00080
R02454,substrate,C00514
R02454,substrate,C00003
R02454,product,C00905
R02454,product,C00004
R02454,product,C00080
R02454  D-MANNONATE:NAD+ 5-OXIDOREDUCTASE,substrate,C00514
R02454  D-MANNONATE:NAD+ 5-OXIDOREDUCTASE,substrate,C00003
R02454  D-MANNONATE:NAD+ 5-OXIDOREDUCTASE,product,C00905
R02454  D-MANNONATE:NAD+ 5-OXIDOREDUCTASE,product,C00004
R02454  D-MANNONATE:NAD+ 5-OXIDOREDUCTASE,product,C00080
R02555,substrate,C00817
R02555,substrate,C00003
R02555,product,C00558
R02555,product,C00004
R02555,product,C00080
R02555  D-ALTRONATE:NAD+ 3-OXIDOREDUCTASE,substrate,C00817
R02555  D-ALTRONATE:NAD+ 3-OXIDOREDUCTASE,substrate,C00003
R02555  D-ALTRONATE:NAD+ 3-OXIDOREDUCTASE,product,C00558
R02555  D-ALTRONATE:NAD+ 3-OXIDOREDUCTASE,product,C00004
R02555  D-ALTRONATE:NAD+ 3-OXIDOREDUCTASE,product,C00080
R01745,substrate,C00258
R01745,substrate,C00003
R01745,product,C01146
R01745,product,C00004
R01745,product,C00080
R01745  (R)-GLYCERATE:NAD+ OXIDOREDUCTASE,substrate,C00258
R01745  (R)-GLYCERATE:NAD+ OXIDOREDUCTASE,substrate,C00003
R01745  (R)-GLYCERATE:NAD+ OXIDOREDUCTASE,product,C01146
R01745  (R)-GLYCERATE:NAD+ OXIDOREDUCTASE,product,C00004
R01745  (R)-GLYCERATE:NAD+ OXIDOREDUCTASE,product,C00080
R01747,substrate,C00258
R01747,substrate,C00006
R01747,product,C01146
R01747,product,C00005
R01747,product,C00080
R01747  (R)-GLYCERATE:NADP+ OXIDOREDUCTASE,substrate,C00258
R01747  (R)-GLYCERATE:NADP+ OXIDOREDUCTASE,substrate,C00006
R01747  (R)-GLYCERATE:NADP+ OXIDOREDUCTASE,product,C01146
R01747  (R)-GLYCERATE:NADP+ OXIDOREDUCTASE,product,C00005
R01747  (R)-GLYCERATE:NADP+ OXIDOREDUCTASE,product,C00080
R01781,substrate,C01380
R01781,substrate,C00003
R01781,product,C00266
R01781,product,C00004
R01781,product,C00080
"R01781  1,2-ETHANEDIOL:NAD+ OXIDOREDUCTASE",substrate,C01380
"R01781  1,2-ETHANEDIOL:NAD+ OXIDOREDUCTASE",substrate,C00003
"R01781  1,2-ETHANEDIOL:NAD+ OXIDOREDUCTASE",product,C00266
"R01781  1,2-ETHANEDIOL:NAD+ OXIDOREDUCTASE",product,C00004
"R01781  1,2-ETHANEDIOL:NAD+ OXIDOREDUCTASE",product,C00080
R02257,substrate,C00583
R02257,substrate,C00003
R02257,product,C00424
R02257,product,C00004
R02257,product,C00080
"R02257  PROPANE-1,2-DIOL:NAD+ OXIDOREDUCTASE",substrate,C00583
"R02257  PROPANE-1,2-DIOL:NAD+ OXIDOREDUCTASE",substrate,C00003
"R02257  PROPANE-1,2-DIOL:NAD+ OXIDOREDUCTASE",product,C00424
"R02257  PROPANE-1,2-DIOL:NAD+ OXIDOREDUCTASE",product,C00004
"R02257  PROPANE-1,2-DIOL:NAD+ OXIDOREDUCTASE",product,C00080
R00994,substrate,C00109
R00994,substrate,C00011
R00994,substrate,C00004
R00994,substrate,C00080
R00994,product,C06032
R00994,product,C00003
"R00994  (2R,3S)-3-METHYLMALATE:NAD+ OXIDOREDUCTASE",substrate,C00109
"R00994  (2R,3S)-3-METHYLMALATE:NAD+ OXIDOREDUCTASE",substrate,C00011
"R00994  (2R,3S)-3-METHYLMALATE:NAD+ OXIDOREDUCTASE",substrate,C00004
"R00994  (2R,3S)-3-METHYLMALATE:NAD+ OXIDOREDUCTASE",substrate,C00080
"R00994  (2R,3S)-3-METHYLMALATE:NAD+ OXIDOREDUCTASE",product,C06032
"R00994  (2R,3S)-3-METHYLMALATE:NAD+ OXIDOREDUCTASE",product,C00003
R04426,substrate,C04411
R04426,substrate,C00003
R04426,product,C04236
R04426,product,C00004
R04426,product,C00080
"R04426  (2R,3S)-3-ISOPROPYLMALATE:NAD+ OXIDOREDUCTASE",substrate,C04411
"R04426  (2R,3S)-3-ISOPROPYLMALATE:NAD+ OXIDOREDUCTASE",substrate,C00003
"R04426  (2R,3S)-3-ISOPROPYLMALATE:NAD+ OXIDOREDUCTASE",product,C04236
"R04426  (2R,3S)-3-ISOPROPYLMALATE:NAD+ OXIDOREDUCTASE",product,C00004
"R04426  (2R,3S)-3-ISOPROPYLMALATE:NAD+ OXIDOREDUCTASE",product,C00080
R10052,substrate,C04411
R10052,substrate,C00003
R10052,product,C00233
R10052,product,C00011
R10052,product,C00004
R10052,product,C00080
"R10052  (2R,3S)-3-ISOPROPYLMALATE:NAD+ OXIDOREDUCTASE",substrate,C04411
"R10052  (2R,3S)-3-ISOPROPYLMALATE:NAD+ OXIDOREDUCTASE",substrate,C00003
"R10052  (2R,3S)-3-ISOPROPYLMALATE:NAD+ OXIDOREDUCTASE",product,C00233
"R10052  (2R,3S)-3-ISOPROPYLMALATE:NAD+ OXIDOREDUCTASE",product,C00011
"R10052  (2R,3S)-3-ISOPROPYLMALATE:NAD+ OXIDOREDUCTASE",product,C00004
"R10052  (2R,3S)-3-ISOPROPYLMALATE:NAD+ OXIDOREDUCTASE",product,C00080
R03051,substrate,C00900
R03051,substrate,C00005
R03051,substrate,C00080
R03051,product,C04039
R03051,product,C00006
"R03051  2,3-DIHYDROXY-3-METHYLBUTANOATE:NADP+ OXIDOREDUCTASE (ISOMERIZING)",substrate,C00900
"R03051  2,3-DIHYDROXY-3-METHYLBUTANOATE:NADP+ OXIDOREDUCTASE (ISOMERIZING)",substrate,C00005
"R03051  2,3-DIHYDROXY-3-METHYLBUTANOATE:NADP+ OXIDOREDUCTASE (ISOMERIZING)",substrate,C00080
"R03051  2,3-DIHYDROXY-3-METHYLBUTANOATE:NADP+ OXIDOREDUCTASE (ISOMERIZING)",product,C04039
"R03051  2,3-DIHYDROXY-3-METHYLBUTANOATE:NADP+ OXIDOREDUCTASE (ISOMERIZING)",product,C00006
R04439,substrate,C04272
R04439,substrate,C00006
R04439,product,C06010
R04439,product,C00005
R04439,product,C00080
"R04439  (R)-2,3-DIHYDROXY-3-METHYLBUTANOATE:NADP+ OXIDOREDUCTASE (ISOMERIZING)",substrate,C04272
"R04439  (R)-2,3-DIHYDROXY-3-METHYLBUTANOATE:NADP+ OXIDOREDUCTASE (ISOMERIZING)",substrate,C00006
"R04439  (R)-2,3-DIHYDROXY-3-METHYLBUTANOATE:NADP+ OXIDOREDUCTASE (ISOMERIZING)",product,C06010
"R04439  (R)-2,3-DIHYDROXY-3-METHYLBUTANOATE:NADP+ OXIDOREDUCTASE (ISOMERIZING)",product,C00005
"R04439  (R)-2,3-DIHYDROXY-3-METHYLBUTANOATE:NADP+ OXIDOREDUCTASE (ISOMERIZING)",product,C00080
R04440,substrate,C04272
R04440,substrate,C00006
R04440,product,C04181
R04440,product,C00005
R04440,product,C00080
"R04440  (R)-2,3-DIHYDROXY-3-METHYLBUTANOATE:NADP+ OXIDOREDUCTASE (ISOMERIZING)",substrate,C04272
"R04440  (R)-2,3-DIHYDROXY-3-METHYLBUTANOATE:NADP+ OXIDOREDUCTASE (ISOMERIZING)",substrate,C00006
"R04440  (R)-2,3-DIHYDROXY-3-METHYLBUTANOATE:NADP+ OXIDOREDUCTASE (ISOMERIZING)",product,C04181
"R04440  (R)-2,3-DIHYDROXY-3-METHYLBUTANOATE:NADP+ OXIDOREDUCTASE (ISOMERIZING)",product,C00005
"R04440  (R)-2,3-DIHYDROXY-3-METHYLBUTANOATE:NADP+ OXIDOREDUCTASE (ISOMERIZING)",product,C00080
R05068,substrate,C06007
R05068,substrate,C00006
R05068,product,C14463
R05068,product,C00005
R05068,product,C00080
"R05068  (R)-2,3-DIHYDROXY-3-METHYLPENTANOATE:NADP+ OXIDOREDUCTASE (ISOMERIZING)",substrate,C06007
"R05068  (R)-2,3-DIHYDROXY-3-METHYLPENTANOATE:NADP+ OXIDOREDUCTASE (ISOMERIZING)",substrate,C00006
"R05068  (R)-2,3-DIHYDROXY-3-METHYLPENTANOATE:NADP+ OXIDOREDUCTASE (ISOMERIZING)",product,C14463
"R05068  (R)-2,3-DIHYDROXY-3-METHYLPENTANOATE:NADP+ OXIDOREDUCTASE (ISOMERIZING)",product,C00005
"R05068  (R)-2,3-DIHYDROXY-3-METHYLPENTANOATE:NADP+ OXIDOREDUCTASE (ISOMERIZING)",product,C00080
R05069,substrate,C06006
R05069,product,C14463
R05069  (S)-2-ACETO-2-HYDROXYBUTANOATE:NADP+ OXIDOREDUCTASE (ISOMERIZING),substrate,C06006
R05069  (S)-2-ACETO-2-HYDROXYBUTANOATE:NADP+ OXIDOREDUCTASE (ISOMERIZING),product,C14463
R05071,substrate,C06010
R05071,product,C04181
R05071  (S)-2-ACETOLACTATE METHYLMUTASE,substrate,C06010
R05071  (S)-2-ACETOLACTATE METHYLMUTASE,product,C04181
R02081,substrate,C00418
R02081,substrate,C00010
R02081,substrate,C00003
R02081,product,C00356
R02081,product,C00004
R02081,product,C00080
R02081  (R)-MEVALONATE:NAD+ OXIDOREDUCTASE (COA-ACETYLATING),substrate,C00418
R02081  (R)-MEVALONATE:NAD+ OXIDOREDUCTASE (COA-ACETYLATING),substrate,C00010
R02081  (R)-MEVALONATE:NAD+ OXIDOREDUCTASE (COA-ACETYLATING),substrate,C00003
R02081  (R)-MEVALONATE:NAD+ OXIDOREDUCTASE (COA-ACETYLATING),product,C00356
R02081  (R)-MEVALONATE:NAD+ OXIDOREDUCTASE (COA-ACETYLATING),product,C00004
R02081  (R)-MEVALONATE:NAD+ OXIDOREDUCTASE (COA-ACETYLATING),product,C00080
R00842,substrate,C00093
R00842,substrate,C00003
R00842,product,C00111
R00842,product,C00004
R00842,product,C00080
R00842  SN-GLYCEROL-3-PHOSPHATE:NAD+ 2-OXIDOREDUCTASE,substrate,C00093
R00842  SN-GLYCEROL-3-PHOSPHATE:NAD+ 2-OXIDOREDUCTASE,substrate,C00003
R00842  SN-GLYCEROL-3-PHOSPHATE:NAD+ 2-OXIDOREDUCTASE,product,C00111
R00842  SN-GLYCEROL-3-PHOSPHATE:NAD+ 2-OXIDOREDUCTASE,product,C00004
R00842  SN-GLYCEROL-3-PHOSPHATE:NAD+ 2-OXIDOREDUCTASE,product,C00080
R00844,substrate,C00093
R00844,substrate,C00006
R00844,product,C00111
R00844,product,C00005
R00844,product,C00080
R00844  SN-GLYCEROL-3-PHOSPHATE:NADP+ 2-OXIDOREDUCTASE,substrate,C00093
R00844  SN-GLYCEROL-3-PHOSPHATE:NADP+ 2-OXIDOREDUCTASE,substrate,C00006
R00844  SN-GLYCEROL-3-PHOSPHATE:NADP+ 2-OXIDOREDUCTASE,product,C00111
R00844  SN-GLYCEROL-3-PHOSPHATE:NADP+ 2-OXIDOREDUCTASE,product,C00005
R00844  SN-GLYCEROL-3-PHOSPHATE:NADP+ 2-OXIDOREDUCTASE,product,C00080
R01513,substrate,C00197
R01513,substrate,C00003
R01513,product,C03232
R01513,product,C00004
R01513,product,C00080
R01513  3-PHOSPHO-D-GLYCERATE:NAD+ 2-OXIDOREDUCTASE,substrate,C00197
R01513  3-PHOSPHO-D-GLYCERATE:NAD+ 2-OXIDOREDUCTASE,substrate,C00003
R01513  3-PHOSPHO-D-GLYCERATE:NAD+ 2-OXIDOREDUCTASE,product,C03232
R01513  3-PHOSPHO-D-GLYCERATE:NAD+ 2-OXIDOREDUCTASE,product,C00004
R01513  3-PHOSPHO-D-GLYCERATE:NAD+ 2-OXIDOREDUCTASE,product,C00080
R02767,substrate,C01271
R02767,substrate,C00006
R02767,product,C00685
R02767,product,C00005
R02767,product,C00080
R02767  (3R)-3-HYDROXYACYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,substrate,C01271
R02767  (3R)-3-HYDROXYACYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,substrate,C00006
R02767  (3R)-3-HYDROXYACYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,product,C00685
R02767  (3R)-3-HYDROXYACYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,product,C00005
R02767  (3R)-3-HYDROXYACYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,product,C00080
R04533,substrate,C04618
R04533,substrate,C00006
R04533,product,C05744
R04533,product,C00005
R04533,product,C00080
R04533  (3R)-3-HYDROXYBUTANOYL-[ACYL-CARRIER PROTEIN]:NADP+ OXIDOREDUCTASE,substrate,C04618
R04533  (3R)-3-HYDROXYBUTANOYL-[ACYL-CARRIER PROTEIN]:NADP+ OXIDOREDUCTASE,substrate,C00006
R04533  (3R)-3-HYDROXYBUTANOYL-[ACYL-CARRIER PROTEIN]:NADP+ OXIDOREDUCTASE,product,C05744
R04533  (3R)-3-HYDROXYBUTANOYL-[ACYL-CARRIER PROTEIN]:NADP+ OXIDOREDUCTASE,product,C00005
R04533  (3R)-3-HYDROXYBUTANOYL-[ACYL-CARRIER PROTEIN]:NADP+ OXIDOREDUCTASE,product,C00080
R04534,substrate,C04619
R04534,substrate,C00006
R04534,product,C05753
R04534,product,C00005
R04534  (3R)-3-HYDROXYDECANOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,substrate,C04619
R04534  (3R)-3-HYDROXYDECANOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,substrate,C00006
R04534  (3R)-3-HYDROXYDECANOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,product,C05753
R04534  (3R)-3-HYDROXYDECANOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,product,C00005
R04536,substrate,C04620
R04536,substrate,C00006
R04536,product,C05750
R04536,product,C00005
R04536,product,C00080
R04536  (3R)-3-HYDROXYOCTANOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,substrate,C04620
R04536  (3R)-3-HYDROXYOCTANOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,substrate,C00006
R04536  (3R)-3-HYDROXYOCTANOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,product,C05750
R04536  (3R)-3-HYDROXYOCTANOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,product,C00005
R04536  (3R)-3-HYDROXYOCTANOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,product,C00080
R04543,substrate,C04633
R04543,substrate,C00006
R04543,product,C05762
R04543,product,C00005
R04543,product,C00080
R04543  (3R)-3-HYDROXYPALMITOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,substrate,C04633
R04543  (3R)-3-HYDROXYPALMITOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,substrate,C00006
R04543  (3R)-3-HYDROXYPALMITOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,product,C05762
R04543  (3R)-3-HYDROXYPALMITOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,product,C00005
R04543  (3R)-3-HYDROXYPALMITOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,product,C00080
R04566,substrate,C04688
R04566,substrate,C00006
R04566,product,C05759
R04566,product,C00005
R04566,product,C00080
R04566  (3R)-3-HYDROXYTETRADECANOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,substrate,C04688
R04566  (3R)-3-HYDROXYTETRADECANOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,substrate,C00006
R04566  (3R)-3-HYDROXYTETRADECANOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,product,C05759
R04566  (3R)-3-HYDROXYTETRADECANOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,product,C00005
R04566  (3R)-3-HYDROXYTETRADECANOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,product,C00080
R04953,substrate,C05747
R04953,substrate,C00006
R04953,product,C05746
R04953,product,C00005
R04953,product,C00080
R04953  (3R)-3-HYDROXYHEXANOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,substrate,C05747
R04953  (3R)-3-HYDROXYHEXANOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,substrate,C00006
R04953  (3R)-3-HYDROXYHEXANOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,product,C05746
R04953  (3R)-3-HYDROXYHEXANOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,product,C00005
R04953  (3R)-3-HYDROXYHEXANOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,product,C00080
R04964,substrate,C05757
R04964,substrate,C00006
R04964,product,C05756
R04964,product,C00005
R04964,product,C00080
R04964  (3R)-3-HYDROXYDODECANOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,substrate,C05757
R04964  (3R)-3-HYDROXYDODECANOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,substrate,C00006
R04964  (3R)-3-HYDROXYDODECANOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,product,C05756
R04964  (3R)-3-HYDROXYDODECANOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,product,C00005
R04964  (3R)-3-HYDROXYDODECANOYL-[ACYL-CARRIER-PROTEIN]:NADP+ OXIDOREDUCTASE,product,C00080
R07763,substrate,C16219
R07763,substrate,C00005
R07763,substrate,C00080
R07763,product,C16220
R07763,product,C00006
R10116,substrate,C20372
R10116,substrate,C00005
R10116,substrate,C00080
R10116,product,C20373
R10116,product,C00006
R10116  3-HYDROXYGLUTARYL-[ACP]-METHYL-ESTER:NADP+ OXIDOREDUCTASE,substrate,C20372
R10116  3-HYDROXYGLUTARYL-[ACP]-METHYL-ESTER:NADP+ OXIDOREDUCTASE,substrate,C00005
R10116  3-HYDROXYGLUTARYL-[ACP]-METHYL-ESTER:NADP+ OXIDOREDUCTASE,substrate,C00080
R10116  3-HYDROXYGLUTARYL-[ACP]-METHYL-ESTER:NADP+ OXIDOREDUCTASE,product,C20373
R10116  3-HYDROXYGLUTARYL-[ACP]-METHYL-ESTER:NADP+ OXIDOREDUCTASE,product,C00006
R10120,substrate,C20376
R10120,substrate,C00005
R10120,substrate,C00080
R10120,product,C20377
R10120,product,C00006
R10120  3-HYDROXYPIMELOYL-[ACP]-METHYL-ESTER:NADP+ OXIDOREDUCTASE,substrate,C20376
R10120  3-HYDROXYPIMELOYL-[ACP]-METHYL-ESTER:NADP+ OXIDOREDUCTASE,substrate,C00005
R10120  3-HYDROXYPIMELOYL-[ACP]-METHYL-ESTER:NADP+ OXIDOREDUCTASE,substrate,C00080
R10120  3-HYDROXYPIMELOYL-[ACP]-METHYL-ESTER:NADP+ OXIDOREDUCTASE,product,C20377
R10120  3-HYDROXYPIMELOYL-[ACP]-METHYL-ESTER:NADP+ OXIDOREDUCTASE,product,C00006
R11671,substrate,C00083
R11671,substrate,C00024
R11671,product,C05223
R01465,substrate,C00188
R01465,substrate,C00003
R01465,product,C03508
R01465,product,C00004
R01465,product,C00080
R01465  L-THREONINE:NAD+ OXIDOREDUCTASE,substrate,C00188
R01465  L-THREONINE:NAD+ OXIDOREDUCTASE,substrate,C00003
R01465  L-THREONINE:NAD+ OXIDOREDUCTASE,product,C03508
R01465  L-THREONINE:NAD+ OXIDOREDUCTASE,product,C00004
R01465  L-THREONINE:NAD+ OXIDOREDUCTASE,product,C00080
R07675,substrate,C01825
R07675,substrate,C00003
R07675,product,C01115
R07675,product,C00004
R07675,product,C00080
R07675  L-GALACTOSE:NAD+ 1-OXIDOREDUCTASE,substrate,C01825
R07675  L-GALACTOSE:NAD+ 1-OXIDOREDUCTASE,substrate,C00003
R07675  L-GALACTOSE:NAD+ 1-OXIDOREDUCTASE,product,C01115
R07675  L-GALACTOSE:NAD+ 1-OXIDOREDUCTASE,product,C00004
R07675  L-GALACTOSE:NAD+ 1-OXIDOREDUCTASE,product,C00080
R08926,substrate,C01019
R08926,substrate,C00003
R08926,product,C18028
R08926,product,C00004
R08926,product,C00080
R08926  L-FUCOSE:NAD+ 1-OXIDOREDUCTASE,substrate,C01019
R08926  L-FUCOSE:NAD+ 1-OXIDOREDUCTASE,substrate,C00003
R08926  L-FUCOSE:NAD+ 1-OXIDOREDUCTASE,product,C18028
R08926  L-FUCOSE:NAD+ 1-OXIDOREDUCTASE,product,C00004
R08926  L-FUCOSE:NAD+ 1-OXIDOREDUCTASE,product,C00080
R01542,substrate,C00204
R01542,substrate,C00003
R01542,product,C04349
R01542,product,C00004
R01542,product,C00080
R01542  2-DEHYDRO-3-DEOXY-D-GLUCONATE:NAD+ 5-OXIDOREDUCTASE,substrate,C00204
R01542  2-DEHYDRO-3-DEOXY-D-GLUCONATE:NAD+ 5-OXIDOREDUCTASE,substrate,C00003
R01542  2-DEHYDRO-3-DEOXY-D-GLUCONATE:NAD+ 5-OXIDOREDUCTASE,product,C04349
R01542  2-DEHYDRO-3-DEOXY-D-GLUCONATE:NAD+ 5-OXIDOREDUCTASE,product,C00004
R01542  2-DEHYDRO-3-DEOXY-D-GLUCONATE:NAD+ 5-OXIDOREDUCTASE,product,C00080
R00880,substrate,C00096
R00880,substrate,C00001
R00880,substrate,C00003
R00880,product,C00976
R00880,product,C00004
R00880,product,C00080
R00880  GDP-D-MANNOSE:NAD+ 6-OXIDOREDUCTASE,substrate,C00096
R00880  GDP-D-MANNOSE:NAD+ 6-OXIDOREDUCTASE,substrate,C00001
R00880  GDP-D-MANNOSE:NAD+ 6-OXIDOREDUCTASE,substrate,C00003
R00880  GDP-D-MANNOSE:NAD+ 6-OXIDOREDUCTASE,product,C00976
R00880  GDP-D-MANNOSE:NAD+ 6-OXIDOREDUCTASE,product,C00004
R00880  GDP-D-MANNOSE:NAD+ 6-OXIDOREDUCTASE,product,C00080
R02777,substrate,C03319
R02777,substrate,C00006
R02777,product,C00688
R02777,product,C00005
R02777,product,C00080
R02777  DTDP-BETA-L-RHAMNOSE:NADP+ 4-OXIDOREDUCTASE,substrate,C03319
